"mcp_code","mcp_name","province","region","month","mean_monthly","total_monthly","month_char","pop_tot","incidence"
"63067","Sankt Vith","Liège","Wallonia",12,6.38709677419355,198,"December",9779,202.474690663667
"63072","Spa","Liège","Wallonia",1,1.32258064516129,41,"January",10149,40.3980687752488
"63072","Spa","Liège","Wallonia",2,1.60714285714286,45,"February",10149,44.3393437777121
"63072","Spa","Liège","Wallonia",3,3.19354838709677,99,"March",10149,97.5465563109666
"63072","Spa","Liège","Wallonia",4,2.23333333333333,67,"April",10149,66.0163562912602
"63072","Spa","Liège","Wallonia",5,1.16129032258065,36,"May",10149,35.4714750221697
"63072","Spa","Liège","Wallonia",6,0.433333333333333,13,"June",10149,12.8091437580057
"63072","Spa","Liège","Wallonia",7,1.38709677419355,43,"July",10149,42.3687062764804
"63072","Spa","Liège","Wallonia",8,1.96774193548387,61,"August",10149,60.1044437875653
"63072","Spa","Liège","Wallonia",9,3.03333333333333,91,"September",10149,89.66400630604
"63072","Spa","Liège","Wallonia",10,6.2258064516129,193,"October",10149,190.166518868854
"63072","Spa","Liège","Wallonia",11,9.43333333333333,283,"November",10149,278.845206424278
"63072","Spa","Liège","Wallonia",12,6.38709677419355,198,"December",10149,195.093112621933
"63073","Stavelot","Liège","Wallonia",1,0.838709677419355,26,"January",7153,36.3483852928841
"63073","Stavelot","Liège","Wallonia",2,1.32142857142857,37,"February",7153,51.726548301412
"63073","Stavelot","Liège","Wallonia",3,1.16129032258065,36,"March",7153,50.3285334824549
"63073","Stavelot","Liège","Wallonia",4,1.56666666666667,47,"April",7153,65.7066964909828
"63073","Stavelot","Liège","Wallonia",5,1.70967741935484,53,"May",7153,74.0947854047253
"63073","Stavelot","Liège","Wallonia",6,0.566666666666667,17,"June",7153,23.7662519222704
"63073","Stavelot","Liège","Wallonia",7,0.548387096774193,17,"July",7153,23.7662519222704
"63073","Stavelot","Liège","Wallonia",8,1.38709677419355,43,"August",7153,60.1146372151545
"63073","Stavelot","Liège","Wallonia",9,1.83333333333333,55,"September",7153,76.8908150426394
"63073","Stavelot","Liège","Wallonia",10,6.7741935483871,210,"October",7153,293.583111980987
"63073","Stavelot","Liège","Wallonia",11,7.53333333333333,226,"November",7153,315.9513490843
"63073","Stavelot","Liège","Wallonia",12,6,186,"December",7153,260.030756326017
"63075","Stoumont","Liège","Wallonia",1,0.225806451612903,7,"January",3174,22.0541902961563
"63075","Stoumont","Liège","Wallonia",2,0.75,21,"February",3174,66.1625708884688
"63075","Stoumont","Liège","Wallonia",3,1.35483870967742,42,"March",3174,132.325141776938
"63075","Stoumont","Liège","Wallonia",4,1,30,"April",3174,94.5179584120983
"63075","Stoumont","Liège","Wallonia",5,0.870967741935484,27,"May",3174,85.0661625708885
"63075","Stoumont","Liège","Wallonia",6,0.1,3,"June",3174,9.45179584120983
"63075","Stoumont","Liège","Wallonia",7,0.161290322580645,5,"July",3174,15.752993068683
"63075","Stoumont","Liège","Wallonia",8,0.354838709677419,11,"August",3174,34.6565847511027
"63075","Stoumont","Liège","Wallonia",9,1.8,54,"September",3174,170.132325141777
"63075","Stoumont","Liège","Wallonia",10,1.7741935483871,55,"October",3174,173.282923755514
"63075","Stoumont","Liège","Wallonia",11,3.5,105,"November",3174,330.812854442344
"63075","Stoumont","Liège","Wallonia",12,2.58064516129032,80,"December",3174,252.047889098929
"63076","Theux","Liège","Wallonia",1,1.06451612903226,33,"January",12012,27.4725274725275
"63076","Theux","Liège","Wallonia",2,1.32142857142857,37,"February",12012,30.8025308025308
"63076","Theux","Liège","Wallonia",3,2.16129032258065,67,"March",12012,55.7775557775558
"63076","Theux","Liège","Wallonia",4,2.33333333333333,70,"April",12012,58.2750582750583
"63076","Theux","Liège","Wallonia",5,2.54838709677419,79,"May",12012,65.7675657675658
"63076","Theux","Liège","Wallonia",6,0.766666666666667,23,"June",12012,19.1475191475191
"63076","Theux","Liège","Wallonia",7,1.12903225806452,35,"July",12012,29.1375291375291
"63076","Theux","Liège","Wallonia",8,2.93548387096774,91,"August",12012,75.7575757575758
"63076","Theux","Liège","Wallonia",9,5.9,177,"September",12012,147.352647352647
"63076","Theux","Liège","Wallonia",10,5.96774193548387,185,"October",12012,154.012654012654
"63076","Theux","Liège","Wallonia",11,11.7666666666667,353,"November",12012,293.872793872794
"63076","Theux","Liège","Wallonia",12,8.16129032258064,253,"December",12012,210.622710622711
"63079","Verviers","Liège","Wallonia",1,6.93548387096774,215,"January",55290,38.8858744800145
"63079","Verviers","Liège","Wallonia",2,4.96428571428571,139,"February",55290,25.1401700126605
"63079","Verviers","Liège","Wallonia",3,6.58064516129032,204,"March",55290,36.8963646228975
"63079","Verviers","Liège","Wallonia",4,15.0333333333333,451,"April",55290,81.5699041417978
"63079","Verviers","Liège","Wallonia",5,8.12903225806452,252,"May",55290,45.5778621812263
"63079","Verviers","Liège","Wallonia",6,3,90,"June",55290,16.2778079218665
"63079","Verviers","Liège","Wallonia",7,3.38709677419355,105,"July",55290,18.9907759088443
"63079","Verviers","Liège","Wallonia",8,10.741935483871,333,"August",55290,60.2278893109061
"63079","Verviers","Liège","Wallonia",9,17.8666666666667,536,"September",55290,96.9433894013384
"63079","Verviers","Liège","Wallonia",10,25.3225806451613,785,"October",55290,141.978657985169
"63079","Verviers","Liège","Wallonia",11,43.6666666666667,1310,"November",55290,236.93253752939
"63079","Verviers","Liège","Wallonia",12,38.2258064516129,1185,"December",55290,214.324470971243
"63080","Weismes","Liège","Wallonia",1,1.29032258064516,40,"January",7379,54.2078872475945
"63080","Weismes","Liège","Wallonia",2,0.928571428571428,26,"February",7379,35.2351267109364
"63080","Weismes","Liège","Wallonia",3,1.51612903225806,47,"March",7379,63.6942675159236
"63080","Weismes","Liège","Wallonia",4,1,30,"April",7379,40.6559154356959
"63080","Weismes","Liège","Wallonia",5,0.580645161290323,18,"May",7379,24.3935492614175
"63080","Weismes","Liège","Wallonia",6,0.3,9,"June",7379,12.1967746307088
"63080","Weismes","Liège","Wallonia",7,0.612903225806451,19,"July",7379,25.7487464426074
"63080","Weismes","Liège","Wallonia",8,2.09677419354839,65,"August",7379,88.0878167773411
"63080","Weismes","Liège","Wallonia",9,10.4333333333333,313,"September",7379,424.176717712427
"63080","Weismes","Liège","Wallonia",10,4.54838709677419,141,"October",7379,191.082802547771
"63080","Weismes","Liège","Wallonia",11,8.96666666666667,269,"November",7379,364.548041740073
"63080","Weismes","Liège","Wallonia",12,7.03225806451613,218,"December",7379,295.43298549939
"63084","Welkenraedt","Liège","Wallonia",1,1.19354838709677,37,"January",10068,36.7500993245928
"63084","Welkenraedt","Liège","Wallonia",2,1.28571428571429,36,"February",10068,35.7568533969011
"63084","Welkenraedt","Liège","Wallonia",3,1,31,"March",10068,30.7906237584426
"63084","Welkenraedt","Liège","Wallonia",4,2.4,72,"April",10068,71.5137067938021
"63084","Welkenraedt","Liège","Wallonia",5,2.41935483870968,75,"May",10068,74.4934445768772
"63084","Welkenraedt","Liège","Wallonia",6,0.6,18,"June",10068,17.8784266984505
"63084","Welkenraedt","Liège","Wallonia",7,1.29032258064516,40,"July",10068,39.7298371076679
"63084","Welkenraedt","Liège","Wallonia",8,1.83870967741935,57,"August",10068,56.6150178784267
"63084","Welkenraedt","Liège","Wallonia",9,2.6,78,"September",10068,77.4731823599523
"63084","Welkenraedt","Liège","Wallonia",10,6,186,"October",10068,184.743742550656
"63084","Welkenraedt","Liège","Wallonia",11,8.93333333333333,268,"November",10068,266.189908621375
"63084","Welkenraedt","Liège","Wallonia",12,8.2258064516129,255,"December",10068,253.277711561383
"63086","Trois-Ponts","Liège","Wallonia",1,1.19354838709677,37,"January",2553,144.927536231884
"63086","Trois-Ponts","Liège","Wallonia",2,1.14285714285714,32,"February",2553,125.342734038386
"63086","Trois-Ponts","Liège","Wallonia",3,1.29032258064516,40,"March",2553,156.678417547983
"63086","Trois-Ponts","Liège","Wallonia",4,0.733333333333333,22,"April",2553,86.1731296513905
"63086","Trois-Ponts","Liège","Wallonia",5,0.67741935483871,21,"May",2553,82.256169212691
"63086","Trois-Ponts","Liège","Wallonia",6,0.166666666666667,5,"June",2553,19.5848021934978
"63086","Trois-Ponts","Liège","Wallonia",7,0.0645161290322581,2,"July",2553,7.83392087739914
"63086","Trois-Ponts","Liège","Wallonia",8,0.645161290322581,20,"August",2553,78.3392087739914
"63086","Trois-Ponts","Liège","Wallonia",9,1.56666666666667,47,"September",2553,184.09714061888
"63086","Trois-Ponts","Liège","Wallonia",10,2.35483870967742,73,"October",2553,285.938112025069
"63086","Trois-Ponts","Liège","Wallonia",11,2.93333333333333,88,"November",2553,344.692518605562
"63086","Trois-Ponts","Liège","Wallonia",12,2.06451612903226,64,"December",2553,250.685468076772
"63087","Burg-Reuland","Liège","Wallonia",1,0.838709677419355,26,"January",3974,65.4252642174132
"63087","Burg-Reuland","Liège","Wallonia",2,1.32142857142857,37,"February",3974,93.1051836940111
"63087","Burg-Reuland","Liège","Wallonia",3,0.903225806451613,28,"March",3974,70.4579768495219
"63087","Burg-Reuland","Liège","Wallonia",4,2.43333333333333,73,"April",3974,183.694011071968
"63087","Burg-Reuland","Liège","Wallonia",5,0.96774193548387,30,"May",3974,75.4906894816306
"63087","Burg-Reuland","Liège","Wallonia",6,0.133333333333333,4,"June",3974,10.0654252642174
"63087","Burg-Reuland","Liège","Wallonia",7,0.354838709677419,11,"July",3974,27.6799194765979
"63087","Burg-Reuland","Liège","Wallonia",8,0.161290322580645,5,"August",3974,12.5817815802718
"63087","Burg-Reuland","Liège","Wallonia",9,1.53333333333333,46,"September",3974,115.7523905385
"63087","Burg-Reuland","Liège","Wallonia",10,5.38709677419355,167,"October",3974,420.231504781077
"63087","Burg-Reuland","Liège","Wallonia",11,3.9,117,"November",3974,294.413688978359
"63087","Burg-Reuland","Liège","Wallonia",12,3.16129032258065,98,"December",3974,246.602918973327
"63088","Plombières","Liège","Wallonia",1,0.741935483870968,23,"January",10527,21.8485798423103
"63088","Plombières","Liège","Wallonia",2,0.464285714285714,13,"February",10527,12.3491973021754
"63088","Plombières","Liège","Wallonia",3,1.41935483870968,44,"March",10527,41.7972831765935
"63088","Plombières","Liège","Wallonia",4,2.4,72,"April",10527,68.3955542889712
"63088","Plombières","Liège","Wallonia",5,1.80645161290323,56,"May",10527,53.1965422247554
"63088","Plombières","Liège","Wallonia",6,0.233333333333333,7,"June",10527,6.64956777809442
"63088","Plombières","Liège","Wallonia",7,0.67741935483871,21,"July",10527,19.9487033342833
"63088","Plombières","Liège","Wallonia",8,1.41935483870968,44,"August",10527,41.7972831765935
"63088","Plombières","Liège","Wallonia",9,7.03333333333333,211,"September",10527,200.436971596846
"63088","Plombières","Liège","Wallonia",10,4.41935483870968,137,"October",10527,130.141540799848
"63088","Plombières","Liège","Wallonia",11,9.66666666666667,290,"November",10527,275.482093663912
"63088","Plombières","Liège","Wallonia",12,4.38709677419355,136,"December",10527,129.191602545835
"63089","Thimister-Clermont","Liège","Wallonia",1,0.516129032258065,16,"January",5681,28.1640556240099
"63089","Thimister-Clermont","Liège","Wallonia",2,0.464285714285714,13,"February",5681,22.883295194508
"63089","Thimister-Clermont","Liège","Wallonia",3,1.25806451612903,39,"March",5681,68.649885583524
"63089","Thimister-Clermont","Liège","Wallonia",4,1.56666666666667,47,"April",5681,82.731913395529
"63089","Thimister-Clermont","Liège","Wallonia",5,1.12903225806452,35,"May",5681,61.6088716775216
"63089","Thimister-Clermont","Liège","Wallonia",6,0.366666666666667,11,"June",5681,19.3627882415068
"63089","Thimister-Clermont","Liège","Wallonia",7,0.741935483870968,23,"July",5681,40.4858299595142
"63089","Thimister-Clermont","Liège","Wallonia",8,1.12903225806452,35,"August",5681,61.6088716775216
"63089","Thimister-Clermont","Liège","Wallonia",9,1.56666666666667,47,"September",5681,82.731913395529
"63089","Thimister-Clermont","Liège","Wallonia",10,3.12903225806452,97,"October",5681,170.74458722056
"63089","Thimister-Clermont","Liège","Wallonia",11,5.56666666666667,167,"November",5681,293.962330575603
"63089","Thimister-Clermont","Liège","Wallonia",12,4.06451612903226,126,"December",5681,221.791938039078
"64008","Berloz","Liège","Wallonia",1,0.67741935483871,21,"January",3135,66.9856459330144
"64008","Berloz","Liège","Wallonia",2,0.714285714285714,20,"February",3135,63.7958532695375
"64008","Berloz","Liège","Wallonia",3,1.12903225806452,35,"March",3135,111.642743221691
"64008","Berloz","Liège","Wallonia",4,1.6,48,"April",3135,153.11004784689
"64008","Berloz","Liège","Wallonia",5,1.41935483870968,44,"May",3135,140.350877192982
"64008","Berloz","Liège","Wallonia",6,0.233333333333333,7,"June",3135,22.3285486443381
"64008","Berloz","Liège","Wallonia",7,0.419354838709677,13,"July",3135,41.4673046251994
"64008","Berloz","Liège","Wallonia",8,0.612903225806451,19,"August",3135,60.6060606060606
"64008","Berloz","Liège","Wallonia",9,1.03333333333333,31,"September",3135,98.8835725677831
"64008","Berloz","Liège","Wallonia",10,1.41935483870968,44,"October",3135,140.350877192982
"64008","Berloz","Liège","Wallonia",11,3.23333333333333,97,"November",3135,309.409888357257
"64008","Berloz","Liège","Wallonia",12,2.67741935483871,83,"December",3135,264.752791068581
"64015","Braives","Liège","Wallonia",1,1.12903225806452,35,"January",6391,54.7645125958379
"64015","Braives","Liège","Wallonia",2,2.21428571428571,62,"February",6391,97.0114223126271
"64015","Braives","Liège","Wallonia",3,2.54838709677419,79,"March",6391,123.611328430606
"64015","Braives","Liège","Wallonia",4,2.76666666666667,83,"April",6391,129.87012987013
"64015","Braives","Liège","Wallonia",5,1.51612903225806,47,"May",6391,73.5409169144109
"64015","Braives","Liège","Wallonia",6,1.33333333333333,40,"June",6391,62.5880143952433
"64015","Braives","Liège","Wallonia",7,1.2258064516129,38,"July",6391,59.4586136754811
"64015","Braives","Liège","Wallonia",8,0.903225806451613,28,"August",6391,43.8116100766703
"64015","Braives","Liège","Wallonia",9,1.43333333333333,43,"September",6391,67.2821154748866
"64015","Braives","Liège","Wallonia",10,4.38709677419355,136,"October",6391,212.799248943827
"64015","Braives","Liège","Wallonia",11,8.2,246,"November",6391,384.916288530746
"64015","Braives","Liège","Wallonia",12,6.29032258064516,195,"December",6391,305.116570176811
"64021","Crisnée","Liège","Wallonia",1,0.548387096774193,17,"January",3465,49.0620490620491
"64021","Crisnée","Liège","Wallonia",2,1.25,35,"February",3465,101.010101010101
"64021","Crisnée","Liège","Wallonia",3,0.96774193548387,30,"March",3465,86.5800865800866
"64021","Crisnée","Liège","Wallonia",4,1.86666666666667,56,"April",3465,161.616161616162
"64021","Crisnée","Liège","Wallonia",5,1.29032258064516,40,"May",3465,115.440115440115
"64021","Crisnée","Liège","Wallonia",6,0.4,12,"June",3465,34.6320346320346
"64021","Crisnée","Liège","Wallonia",7,0.516129032258065,16,"July",3465,46.1760461760462
"64021","Crisnée","Liège","Wallonia",8,0.838709677419355,26,"August",3465,75.036075036075
"64021","Crisnée","Liège","Wallonia",9,1.33333333333333,40,"September",3465,115.440115440115
"64021","Crisnée","Liège","Wallonia",10,1.7741935483871,55,"October",3465,158.730158730159
"64021","Crisnée","Liège","Wallonia",11,4.26666666666667,128,"November",3465,369.408369408369
"64021","Crisnée","Liège","Wallonia",12,3.29032258064516,102,"December",3465,294.372294372294
"64023","Donceel","Liège","Wallonia",1,0.451612903225807,14,"January",3088,45.3367875647668
"64023","Donceel","Liège","Wallonia",2,0.642857142857143,18,"February",3088,58.2901554404145
"64023","Donceel","Liège","Wallonia",3,1.12903225806452,35,"March",3088,113.341968911917
"64023","Donceel","Liège","Wallonia",4,0.8,24,"April",3088,77.720207253886
"64023","Donceel","Liège","Wallonia",5,0.935483870967742,29,"May",3088,93.9119170984456
"64023","Donceel","Liège","Wallonia",6,0.1,3,"June",3088,9.71502590673575
"64023","Donceel","Liège","Wallonia",7,0.548387096774193,17,"July",3088,55.0518134715026
"64023","Donceel","Liège","Wallonia",8,0.483870967741935,15,"August",3088,48.5751295336788
"64023","Donceel","Liège","Wallonia",9,0.9,27,"September",3088,87.4352331606218
"64023","Donceel","Liège","Wallonia",10,2.87096774193548,89,"October",3088,288.212435233161
"64023","Donceel","Liège","Wallonia",11,4.26666666666667,128,"November",3088,414.507772020725
"64023","Donceel","Liège","Wallonia",12,3.29032258064516,102,"December",3088,330.310880829016
"64025","Fexhe-le-Haut-Clocher","Liège","Wallonia",1,0.451612903225807,14,"January",3216,43.5323383084577
